Port_IDs,Total_PnL,Total_Investment,ROI (%),Total_Positions,Win_Positions,Win_Rate (%),MDD (%),Sharpe_Ratio,Score,Rank
4020204877254599680,1.0,0.9999999999999998,0.04030597971063687,0.9942348871685059,0.6889042516418942,0.4104365369958005,0.7321728570183587,0.21406965449609633,0.44921393695917156,1.0
3733192481840423936,0.1810488112293427,0.0502761775708144,0.03541635382458219,0.11118431889309834,0.19115105426892498,0.9999999999999999,0.06185314984242096,0.7862747658135886,0.4416907814093293,2.0
3999240873283311617,0.6511447681513155,0.3387869004490724,0.059077187298811284,0.7425465326964256,0.817836156239198,0.6518959349229365,0.9929344082851256,0.6951454186389111,0.35958224237159103,3.0
3919174299855478272,0.16364889388845197,0.09958319552087759,0.020222116612010788,0.20639103936748474,0.21050812305565156,0.5988730480652992,0.0,0.49508875090054527,0.3254435706429434,4.0
3942630767220672256,0.22477277530001952,0.0522548627388673,0.059293717140884356,0.8161752594300774,0.6577946768060836,0.4771598376480289,0.07988201785071114,0.3932133221302595,0.3225807006961188,5.0
4008804082027254529,0.1858950220408506,0.18829772645157777,0.021300431866974695,0.15829352660187776,0.18216384376080194,0.673441832429174,0.1102790717193397,0.5082230873533002,0.30733907754374123,6.0
3986814617275053313,0.34007897419373434,0.08099889026938747,0.08559926503745856,0.583099983528249,0.9609402004839267,0.9745889052500252,0.9998542033341897,0.935032541883857,0.30509754178504345,7.0
4000877324693233921,0.1364693605524492,0.4076738279420802,0.01439211177804992,0.9942348871685059,0.938126512270999,0.5589185957885611,0.0,0.3065274231990647,0.29902027037767875,8.0
3907081197088384000,0.35997967701696665,0.07081061595361184,0.1040066208306698,0.6791302915499917,0.8779813342550985,0.7649662705151455,0.88561792722163,0.7638249245686816,0.28007876450844,9.0
3914654298562589441,0.1504543446248633,0.018453906681758694,0.02158182217605302,0.07725251194201943,0.06913238852402351,0.5159135751163426,0.0,0.4023064300506878,0.2658445878302603,10.0
3880920727367689984,0.14428570239056954,0.006897039712808412,0.006290086624462487,0.021577993740734637,0.01693743518838576,0.4210388476647752,0.0,0.4236998843500215,0.26100859064382353,11.0
3926423286576838657,0.16190710823843943,0.041716275779405274,0.026064416232947633,0.07642892439466314,0.05634289664707916,0.4248677809135411,0.14537806841348921,0.49289435697370576,0.2543485812643639,12.0
3826087012661391104,0.15269733849011013,6.916648264558415e-05,1.0,0.015483445890298136,0.021776702385067404,0.7267932489451476,0.9757330124874097,0.8201504705804482,0.2433123711958643,13.0
3941019213896463617,0.19658147150454905,0.037331351332199975,0.054678592483181035,0.016142315928183163,0.019011406844106463,0.6118412554895375,0.30823086543623246,0.4669937411809101,0.21262084821891364,14.0
3937714876784951296,0.1596315988215766,0.053795212215866486,0.022364252086763313,0.08186460220721463,0.06947805046664363,0.49008255981428456,0.0,0.22557638975753666,0.2003911640929057,15.0
3946087913459823360,0.14590001135428582,0.0030538574153075658,0.01062531695905853,1.0,0.6671275492568268,0.395176233021942,0.0,0.09362791337679703,0.18460927415948356,16.0
3858510226868015873,0.14305094886765016,0.03395683792306094,0.012223906800685434,0.16175259430077416,0.08399585205668855,0.30397721083247997,0.0,0.22333006126857297,0.18442085882286952,17.0
3956048468100538880,0.162667135760933,0.005213407561897228,0.10524551977885875,0.002306045132597595,0.0069132388524023505,0.889950917075691,1.0,1.0,0.1832726797408729,18.0
3956076827719377409,0.3454444074720059,0.07027523532722611,0.0985872865452398,0.642727721956844,0.6978914621500173,0.6423736624632654,0.9621769177099248,0.6339159275736971,0.18001819260511975,19.0
3988205565930333696,0.18531650360350677,0.04015687272977077,0.043646210939102495,0.05880415088123867,0.04873833390943657,0.4735210539912167,0.31564799239072594,0.40315292953977533,0.17425033287342895,20.0
3886752488982104320,0.2316881362884436,0.034500793554747985,0.08784846346801933,0.20342612419700212,0.3218112685793294,0.9287125903254249,0.9946897633003541,0.8226070423239008,0.16742650726315125,21.0
3960874214179953664,0.3783739388719596,0.3628712892437909,0.033976636914010816,0.39153352001317737,0.4262011752506049,0.6425065968448589,0.8920737408574525,0.5407986927129216,0.1673863008121072,22.0
3977116548751698176,0.15354294963417367,0.09587131988358262,0.017311890903341422,0.26519519024872346,0.1576218458347736,0.34984277429871985,0.0937602108712342,0.21699391639683435,0.16543904451453456,23.0
3944239644144231424,0.13229853629255778,0.04127196651227094,0.005065352870108668,0.1390215779937407,0.07846526097476668,0.3296345005205764,0.0,0.17896798339744918,0.16064178089589165,24.0
3891020560590657281,0.18024643759397319,0.00697034079694611,0.15610097312975002,0.06967550650634162,0.09782232976149326,0.806861678135901,1.0,0.8885451656384709,0.15751287016480134,25.0
4028701921959171840,0.355064230616279,0.18728305591164737,0.047982239248840375,0.11085488387415582,0.12893190459730383,0.6764663302720899,0.9667255131180315,0.6610479837032707,0.15382761323292912,26.0
3957509601040585217,0.18401521789724204,0.042530598283046644,0.04115733055616068,0.1810245429089112,0.10369858278603526,0.33583053474554375,0.3602223401512836,0.37099091013892904,0.14521287845451986,27.0
3931992636670880512,0.26938766413860826,0.07850464966222939,0.06129355499971842,0.9942348871685059,0.8399585205668856,0.5004319041142975,0.8408542434783237,0.5204466909816268,0.14435040608329106,28.0
3788465932399412480,0.311903264186015,0.07208365492545311,0.0827831734483842,0.5032119914346895,0.4732111994469409,0.5557771025308795,0.8730589715769066,0.5456032641298847,0.1401790117294733,29.0
4022565861939831809,0.3147085177222296,0.2635006115670808,0.03395910790537485,0.11381979904463844,0.1285862426546837,0.6574275710822975,0.9728773753696377,0.6796924608153545,0.13921319897719128,30.0
4032403303704824321,0.17081226879834066,0.033665503081389575,0.03645580050386601,0.034425959479492674,0.04251641894227445,0.6872177036790761,0.4642223189600512,0.44616040184312233,0.13842961738847565,31.0
3786761687746711808,0.14881289384914814,0.002551876498566736,0.041964756997729405,0.011200790644045461,0.012789491876944349,0.5621885061526926,0.5514205953310927,0.5495119334741716,0.13094594419846922,32.0
3768170840939476993,0.1492710982760538,0.0,0.725084437159445,0.0,0.002073971655720705,0.5339705502454145,1.0,0.6845121743041166,0.12864486530963576,33.0
4035430878731345664,0.17594804609990156,0.005530696113752469,0.16956562590294588,0.012353813210344258,0.014863463532665053,0.6019668000894,1.0,0.8485282329408838,0.12808521289748925,34.0
4031493134338259457,0.254066557294879,0.33912599778126307,0.024480210327316135,0.3088453302586065,0.23608710680954026,0.45048759497500035,0.5946017711364987,0.3871282366274683,0.1277393728401401,35.0
4039129759104249600,0.1613715640846033,0.0016100460974930303,0.2708629473524073,0.019601383627079555,0.020394054614586935,0.5527063590259554,1.0,0.789481262577745,0.11068418907459457,36.0
3930688517098515713,0.16946867732324278,0.028621104492970617,0.03882224757043133,0.04513259759512436,0.04839267196681645,0.605661040787623,0.38687340934146197,0.3138787482389098,0.10936445244098848,37.0
3977234346014419201,0.1751601254756388,0.002440508771372089,0.34688051670308656,0.011365508153516717,0.011406844106463879,0.49537026950478213,1.0,0.7400749522262773,0.10635179127370353,38.0
4022641794255717633,0.1721906855677419,0.004978661585924789,0.16453413492338878,0.9945643221874485,0.9104735568613895,0.5422642104772502,0.9467136202065974,0.5945551819532482,0.10539335555397553,39.0
3988187872032603905,0.1772049146073291,0.031665829123687664,0.04373574217971711,0.8604842694778454,0.5914275838230211,0.40698519029459906,0.5407143882711207,0.32480128996001395,0.10285097093372311,40.0
3944088772635000577,0.23626826781803,0.04616849266259407,0.07243461365781988,0.9963762147916323,0.958866228828206,0.5700500381915147,0.9871788131883762,0.5634949553321695,0.10177940030566573,41.0
